title,appid,type,price,release_year,required_age,is_multiplayer
Batman: Arkham Asylum Demo,35020,demo,0,2009,0,0
Dragon Fin Soup,299600,game,19.99,2015,0,0
Dungeon Defenders Halloween Costume Pack,202520,dlc,0.99,2011,0,0
Rocksmith® 2014 – Bob Dylan Song Pack,271478,dlc,7.99,2014,0,0
Retool,463440,game,0,1970,0,0
Fantasy Grounds - D&D Bard Class Pack,360093,dlc,5.99,2015,0,1
The Tomorrow War,289480,game,2.99,2014,0,0
Halloween Forever,425650,game,2.99,2016,0,0
Mevo and The Grooveriders Demo,27610,demo,0,2009,0,0
ArcaniA Demo,65520,demo,0,2010,0,0
A Mass of Dead,269630,game,9.99,2015,0,1
X3: Albion Prelude,201310,dlc,9.99,2011,0,0
Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On,325991,dlc,19.99,2015,0,0
Anarchy Arcade,266430,game,0,2014,0,1
Windosill,37600,game,2.99,2009,0,0
The Sims 3 - Into the Future,249180,dlc,19.99,2013,0,0
Batman™: Arkham Knight Crime Fighter Challenge Pack #5,401626,dlc,1.99,2015,17,0
Magicka: Horror Props Item Pack,73092,dlc,2.99,2011,0,1
Virtual Pool 4,336150,game,24.99,2015,0,1
aerofly RC 7,322930,game,39.99,2014,0,0
Master Reboot,251850,game,14.99,2013,0,0
The Beggar's Ride,463760,game,5.99,2016,0,0
Edolie,349240,game,9.99,2015,0,0
Portal Stories: VR,446750,mod,0,2016,0,0
Wolcen: Lords of Mayhem,424370,game,19.99,2016,0,0
Lost Lands: The Four Horsemen Demo,443640,demo,0,2016,0,0
Gotham City Impostors Free to Play: Gadget Pack - Starter ,216436,dlc,1.99,2012,0,1
AGON - The Lost Sword of Toledo,410130,game,9.99,2015,0,0
Loki Demo - Egyptian Sorcerer,7280,demo,0,2007,0,0
From Dust,33460,game,14.99,2011,0,0
Lords of the Black Sun,246940,game,29.99,2014,0,1
Always Remember Me - Deluxe DLC,294340,dlc,0.99,2014,0,0
Fun Theme Set,358140,dlc,54.99,2015,17,0
RE6 / BH6: Predator Mode,232550,dlc,3.99,2013,16,1
TRI: Of Friendship and Madness,293660,game,14.99,2014,0,0
Drakensang - Phileasson's Secret,33780,dlc,9.99,2011,0,0
Catorize,418960,game,2.99,2015,0,0
Unraveled: Tale of the Shipbreaker's Daughter,341110,game,0,2016,0,0
Call of Duty®: Advanced Warfare - Creature Personalization Pack,331062,dlc,1.99,2015,17,1
The Loop Loft - Omar Hakim Drums,305335,dlc,49.99,2014,0,0
TANE DLC: CSX EMD SD60,404218,dlc,12.99,2016,0,1
Class 365 Network South East Add-on Livery,256570,dlc,4.99,2009,0,0
Pinball FX2 - Venom Table,335060,dlc,2.99,2014,0,0
Scroll Set,333810,dlc,0.99,2015,0,0
SpellForce - Platinum Edition,39540,game,9.99,2009,0,0
Warhammer® 40000: Dawn of War® - Game of the Year Edition,4570,game,12.99,2007,17,1
Continent of the Ninth Seal: Starter Pack,220120,dlc,0,1970,0,1
Huenison,410370,game,4.99,2016,0,0
Landmark - Trailblazer DLC,298672,dlc,99.99,2014,0,1
Men of War: Assault Squad - MP Supply Pack Bravo,64014,dlc,1.99,2011,0,1
Class 08 InterCity Livery Add-On,295182,dlc,4.99,2015,0,0
Velocibox,317710,game,7.99,2014,0,0
Sound FX: Cyborg Collection,408980,dlc,54.99,2015,0,0
Fallout New Vegas: Old World Blues ,72750,dlc,4.99,2011,17,0
Zombie Driver HD Brutal Car Skins,301900,dlc,0.99,2014,0,0
Rocksmith - The Offspring 3-Song Pack,206138,dlc,7.99,2012,0,0
Audiosurf 2,235800,game,14.99,2015,0,0
Montague's Mount,258950,game,9.99,2013,0,0
Pro Gamer Manager,408740,game,12.99,2016,0,0
Pumped BMX + - Official Soundtrack,403140,dlc,3.99,2015,0,0
Shakes and Fidget,438040,game,0,2016,0,0
Panda School Browser,349280,game,3.99,2015,0,0
Cosmonautica,320340,game,14.99,2015,0,0
Skulls of the Shogun,228960,game,9.99,2013,0,1
Light Aurora Pack,290401,dlc,1.99,2014,0,0
Real Boxing™,296770,game,4.99,2014,0,1
The Sims 3 - Movie Stuff,249181,dlc,19.99,2013,0,0
The Bureau: XCOM Declassified,65930,game,19.99,2013,17,0
Oddworld: Abe's Oddysee®,15700,game,2.99,2008,0,0
Chroma Squad,251130,game,14.99,2015,0,0
The Count of Monster Disco,277751,game,9.99,2014,0,0
Dead Rising 2: Off the Record,45770,game,19.99,2011,17,0
Street Fighter X Tekken: Rolento (Swap Costume),210038,dlc,0.99,2012,0,1
Leviathan: The Last Day of the Decade - Soundtrack,452470,dlc,3.99,2016,0,0
Jesus Christ RPG Trilogy Soundtrack,455451,dlc,1.99,2016,0,0
Bitardia,405010,game,6.99,2015,0,0
Chronicle Keepers: The Dreaming Garden,377120,game,4.99,2015,0,0
Lucius II,296830,game,19.99,2015,0,0
12 Labours of Hercules II: The Cretan Bull,360640,game,2.99,2015,0,0
Rift's Cave,335210,game,9.99,2014,0,0
HassleHeart,350510,game,2.99,2015,0,0
Kero Rhythm,407070,dlc,5.99,2015,0,0
8-Bit Adventures - Soundtrack + Composer's Selection,387170,dlc,4.99,2015,0,0
Pinball FX2 - The Walking Dead Table,317740,dlc,2.99,2014,0,0
The Lyrius Conflict,370810,dlc,29.99,2015,0,0
Beyond Eyes,356050,game,14.99,2015,0,0
Depth,274940,game,24.99,2014,0,1
Wings of Prey,45300,game,9.99,2010,0,0
Super Lemonade Factory,307270,game,4.99,2014,0,0
Lost in Paradise,381170,game,2.99,2015,0,0
Nightside OST,400420,dlc,1.99,2015,0,1
Memories of a Vagabond Demo,311000,demo,0,2014,0,0
RFLEX - The Awesome Soundtrack,393650,dlc,0.99,2015,0,0
StarForge,227680,game,9.99,2014,0,1
Battlefield: Bad Company 2 Vietnam,47889,game,14.99,2010,17,1
Crystal Towers 2 Demo,396190,demo,0,2015,0,0
Space Thinger Demo,410800,demo,0,2015,0,0
The Aquatic Adventure of the Last Human - Deluxe Extras,441710,dlc,4.99,2016,0,0
Conquest of Elysium 3,211900,game,9.99,2012,0,1
Masked Shooters 2 Demo,434760,demo,0,2016,0,0
Bookworm Deluxe Free Demo,3372,demo,0,1970,0,0
Imperium Romanum Gold Edition Demo,23410,demo,0,1970,0,0
STARWHAL,263020,game,11.99,2014,0,0
Type:Rider,258890,game,4.99,2013,0,0
Frontline : Longest Day,312400,game,4.99,2014,0,0
OMSI 2 Add-On Projekt Gladbeck,405360,dlc,34.99,2015,0,0
Daybreakers,421290,video,3.99,2016,0,0
Obscure,254460,game,6.99,2014,0,0
Rover Rescue,286440,game,4.99,2014,0,0
Call of the Ninja!,350330,game,6.99,2015,0,0
The Few,300320,game,7.99,2014,0,0
Party Jousting - Zombie Pack,451890,dlc,0.99,2016,0,0
Waste Walkers,371100,game,9.99,2015,0,0
Rocksmith® 2014 – The Libertines - “Don’t Look Back Into The Sun”,294959,dlc,2.99,2014,0,0
openCanvas 6,301610,game,49.99,2014,0,0
Meltdown,268220,game,6.99,2014,0,1
Trainz Simulator DLC: SNCF - AGC Languedoc,318960,dlc,14.99,2014,0,1
Rocksmith® 2014 – Iron Maiden - “2 Minutes to Midnight”,258352,dlc,2.99,2013,0,0
METAL SLUG DEFENSE - “Alien Army Pack” Vol.1,362550,dlc,9.99,2015,0,1
Sol Survivor Demo,45010,demo,0,2010,0,0
Fantasy Tales Online,442710,game,0,2016,0,0
String Theory Original Soundtrack,443780,dlc,2.99,2016,0,0
Hearts of Iron III: Their Finest Hour,214986,dlc,9.99,2012,0,0
Death Track®: Resurrection,7840,game,2.99,2009,0,0
Endless Legend™ - Forges of Creation Update,415720,dlc,0,2015,0,1
Lords of Football: United States,230692,dlc,1.99,2013,0,0
Abandoned Knight,444790,game,1.99,2016,0,0
Gunman Clive,262550,game,1.99,2014,0,0
SLAMMED!,343370,game,3.99,2015,0,0
Call of Duty®: Advanced Warfare - Ohm Weapon Pack,343595,dlc,3.99,2015,17,1
Kathy Rain Demo,466590,demo,0,2016,0,0
A-Train 9 V4.0 : Japan Rail Simulator,278550,game,59.99,2015,0,0
Dead State Original Soundtrack,336810,dlc,7.99,2015,0,0
Gothic® 3,39500,game,9.99,2009,0,0
4 Elements,47000,game,3.99,2010,0,0
Rocksmith® 2014 – Creed - “Higher”,295004,dlc,2.99,2014,0,0
Sphere III: Enchanted World,397040,game,0,2015,0,1
Magic 2013 “Ancient Wilds” Deck Key ,97376,dlc,0.99,2012,0,1
Agarest Zero - DLC Bundle #4,281603,dlc,5.99,2014,0,0
Knee Deep - Digital Playbill and Soundtrack,372300,dlc,4.99,2015,0,0
Descent: FreeSpace – The Great War,273600,game,5.99,2014,0,1
Heroes of Might & Magic V: Hammers of Fate,15380,game,9.99,2008,0,0
Burn Zombie Burn!: Soundtrack,50513,dlc,4.99,2012,0,0
The Last Door: Season 2 - Collector's Edition,402530,game,9.99,2016,0,0
One Last Chance Soundtrack,460260,dlc,2.99,2016,0,0
DigiFish Aqua Real 2,372060,game,9.99,2015,0,0
RPG Maker: Gyrowolf's Galactic Music Pack,325502,dlc,19.99,2014,0,0
ePic Character Generator - Season #2: Female Drow Spellcaster,409241,dlc,6.99,2015,0,0
Stellar Impact - Artillery Ship DLC,207168,dlc,1.99,2012,0,1
Warhammer 40000: Dawn of War II: Retribution - Ulthwe Wargear DLC,56538,dlc,6.99,2011,0,1
Future Farmer,394920,video,3.99,2015,0,0
Tactical Intervention,51100,game,0,2013,0,1
Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,295075,dlc,2.99,2014,0,0
Armed and Dangerous®,6090,game,5.99,2009,0,0
XSplit Gamecaster,447261,dlc,0,2016,0,0
Quantum Flux - Soundtrack,396620,dlc,0.99,2015,0,0
Mysteries of the Past: Shadow of the Daemon Collector's Edition,440870,game,9.99,2016,0,0
Democracy 2,218040,game,19.99,2012,0,0
The Living Dungeon,362290,game,19.99,2015,0,1
Flamebreak,399640,game,9.99,2015,0,0
3 Stars of Destiny,278530,game,14.99,2014,0,0
Sniper Art of Victory,271500,game,2.99,2014,17,0
Pixel Hunter,313040,game,2.99,2014,0,0
Disney Winnie the Pooh,319400,game,5.99,2014,0,0
Hero and Daughter+,271970,game,9.99,2016,16,0
ArcheAge,304030,game,0,2015,17,1
Train Simulator: Amtrak HHP-8 Loco Add-On,222558,dlc,19.99,2014,0,0
Xotic DLC: Pipe Works Expansion Pack,92620,dlc,1.99,2012,0,0
XenoBloom,391440,game,4.99,2015,0,0
Immortal Empire,344190,game,0,2015,0,1
Pixel Puzzles 2: Space,355920,game,9.99,2016,0,0
Voodoo Whisperer Curse of a Legend,288830,game,4.99,2014,0,0
Wicce,465130,game,4.99,2016,0,0
Rock of Ages,22230,game,9.99,2011,0,1
Space Grunts,371430,game,9.99,2016,0,0
Gravity Ghost - Soundtrack,343510,dlc,4.99,2015,0,0
Breath of Death VII,107300,game,2.99,2011,0,0
Redshirt,247870,game,9.99,2013,0,0
DARIUSBURST Chronicle Saviours - Night Striker,428600,dlc,4.99,2016,0,0
Street Fighter X Tekken: TK Booster Pack 8 ,210094,dlc,0.99,2013,0,1
Bacteria Collector's Edition Content,448760,dlc,0.99,2016,0,0
H1Z1: King of the Kill,433850,game,19.99,2016,0,1
Blood Alloy: Reborn Soundtrack,449370,dlc,9.99,2016,0,0
GameMaker: Studio Android,217430,dlc,299.99,2012,0,0
Highborn - Chapter 2,236660,dlc,2.99,2013,0,0
Mugen Souls,389870,game,19.99,2015,0,0
Lemurzin - Pterodactyl Edition,463990,dlc,99.99,2016,0,0
Sprinter,442260,game,7.99,2016,0,0
Chantelise - A Tale of Two Sisters,70420,game,9.99,2011,0,0
Professor Teaches® Access 2013 & 365,387780,game,14.99,2015,0,0
Risky Rescue,439910,game,0.99,2016,0,1
Killing Floor - Toy Master,326960,game,0,2014,0,0
Fayre Trade: Cookery and Caravans,366140,dlc,1.99,2015,0,0
Winter Voices Episode 6: Falls,255140,dlc,4.99,2013,0,0
Euro Truck Simulator 2 - Brazilian Paint Jobs Pack,304140,dlc,0.99,2014,0,0
Awesomenauts - Coco Hawaii Skin,204304,dlc,2.49,2012,0,1
Call of Duty®: Ghosts - Hex Pack,281347,dlc,1.99,2014,17,1
Sanctum 2: Ruins of Brightholme,237050,dlc,3.99,2013,0,1
Dwarfs - F2P Skirmish Pack,213661,dlc,2.99,2012,0,0
Dying Light: The Following,325724,dlc,19.99,2016,0,1
Rocksmith® 2014 – Papa Roach Song Pack,342779,dlc,7.99,2015,0,0
Mad Snowboarding,399900,game,8.99,2015,0,0
Battle of Empires: 1914-1918 - Battle of Cambrai,396440,dlc,0,2015,0,1
Fantasy Grounds - Deadlands Reloaded: Marshall's Handbook and Extension,300440,dlc,9.99,2014,0,1
Light Repair Team #4,444530,game,7.99,2016,0,0
Warhammer® 40000™: Dawn of War® III,285190,game,0,1970,0,1
Tom Clancy's Rainbow Six® Siege - Platinum Weapon Skin,417465,dlc,2.99,2016,17,1
Avenging Angel,367240,game,9.99,2015,0,0
Kholat: Original Soundtrack,380800,dlc,4.99,2015,0,0
Killing Floor 2,232090,game,29.99,2015,17,1
Hitman GO: Definitive Edition,427820,game,7.99,2016,10,0
Spriter: Adventure Platformer Pack,333772,dlc,24.99,2015,0,0
Natalia's Lottie Suit Costume,320362,dlc,2.99,2015,0,0
The Travels of Marco Polo,366670,game,9.99,2015,0,0
Artificial Defense,443420,game,0,1970,0,0
Sid Meier’s Civilization® V: Babylon (Nebuchadnezzar II),16868,dlc,4.99,2010,0,0
La Tale - Genesis Kazno Pack,324910,dlc,9.99,2015,0,1
Disney•Pixar Cars 2: The Video Game,301760,game,19.99,2014,0,0
The fall of gods,424170,game,1.99,2015,0,0
Written in the Sky,416130,game,0,2015,17,0
Tradewinds Caravans + Odyssey Pack,36130,game,14.99,2009,0,0
Assassin’s Creed® IV Black Flag™ - Time saver: Collectibles Pack,260471,dlc,0.99,2013,18,1
Collider,371880,game,5.99,2016,0,0
Divine Slice of Life,348540,game,12.99,2015,18,0
RPG Maker: Luna Engine,325504,dlc,29.99,2014,0,0
Pivvot,293900,game,4.99,2014,0,0
Tropico 5 - Generalissimo,306396,dlc,3.99,2014,0,1
InsanZ - Dr.Test,372170,dlc,0.99,2015,0,0
FTL: Faster Than Light - Soundtrack,221001,dlc,3.99,2012,0,0
Motorcycle Club Demo,347120,demo,0,2015,0,0
Killing Floor - Robot Special Character Pack,210937,dlc,4.99,2012,17,1
Super Flippin' Phones,433490,game,2.99,2016,0,0
Dear Esther,203810,game,9.99,2012,0,0
Realm of the Mad God: Gentleman Skin for the Wizard,270745,dlc,0,1970,0,1
Defend your Crypt Demo,458880,demo,0,2016,0,0
Disney Infinity 3.0 - Disney Princess Pack,400977,dlc,3.99,2015,0,0
Play the Mayor: Become the Mayor of Fortune's City,362420,dlc,1.99,2015,0,0
Ghostship Aftermath,280890,game,9.99,2014,0,0
Fantasy Grounds - D&D Warlock Class Pack,360112,dlc,5.99,2015,0,1
Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #3 The Forbidden Hills,308140,dlc,7.99,2014,0,1
3DRPG,431840,game,9.99,2016,0,0
Karma,381130,game,4.99,2015,0,0
KRUNCH,280500,game,9.99,2014,0,0
Piggy Princess,454670,game,2.99,2016,0,0
Call of Duty®: Advanced Warfare - X-Ray Personalization Pack,343596,dlc,1.99,2015,17,1
iZBOT,388970,game,9.99,2015,0,0
Nancy Drew®:  Secrets Can Kill REMASTERED,42210,game,6.99,2011,0,0
Alpha Prime,2590,game,4.99,2007,17,0
Anode,401120,game,4.99,2015,0,1
Red Crucible®: Firestorm,298240,game,0,2015,0,1
The Showdown Effect,204080,game,9.99,2013,0,1
Lapland Solitaire,395890,game,4.99,2015,0,0
Heal Them All,408880,game,7.99,2016,0,0
BattleSpace,306930,game,0,2015,0,1
Dynomite Deluxe Free Demo,3382,demo,0,1970,0,0
R.I.P.D.: The Game,237590,game,9.99,2013,13,0
Alter Ego,63110,game,9.99,2010,0,0
The Twilight Saga: Breaking Dawn Part 2,426540,video,3.99,2016,0,0
Buzzard,446960,video,3.99,2016,0,0
Magic 2014 Lord of Darkness Foil Conversion,215854,dlc,0.99,2013,0,1
Wasteland 1 - The Original Classic,259130,game,5.99,2013,0,0
Abrix the robot - bonus soundtrack DLC,465340,dlc,0.99,2016,0,0
8-Bit Armies,427250,game,14.99,2016,0,1
Poly Runner VR,462910,game,0,2016,0,0
Choice of Robots Demo,339360,demo,0,2014,0,0
Sins of a Solar Empire®: Rebellion,204880,game,39.99,2012,0,1
Periodonica,426250,game,29.99,2016,0,1
Street Fighter X Tekken: Sagat (Swap Costume),210037,dlc,0.99,2012,0,1
Gotham City Impostors Free to Play: Premium Card Pack 6 ,216461,dlc,1.49,2012,0,1
Tower Unite - Original Soundtrack,461740,dlc,8.99,2016,0,0
Pony World 3,364940,game,4.99,2015,0,0
Galacide - Art Book,395290,dlc,2.99,2015,0,0
Terminal Velocity,358370,game,6.99,2014,0,0
Euro Truck Simulator 2 - Swedish Paint Jobs Pack,347211,dlc,0.99,2015,0,0
Immune - True Survival,348670,game,0.99,2015,0,1
Escape from Puzzlegate,404810,game,1.99,2015,0,0
Cashtronauts,386750,game,7.99,2015,0,0
A Game of Dwarves: Ale Pack ,222221,dlc,0.99,2012,0,0
ZAMB! Biomutant Extermination,284580,game,9.99,2014,0,1
Call of Duty®: Black Ops,42700,game,39.99,2010,17,1
Let's Ruin It With Babies,387530,video,1.99,2015,0,0
Metro 2033 Redux,286690,game,19.99,2014,0,0
Sébastien Loeb Rally EVO - Rallycross Pack,412080,dlc,9.99,2016,0,1
Blood Code,386480,game,9.99,2015,0,0
Initia: Elemental Arena,463920,game,19.99,2016,0,1
Borderlands 2: Collector's Edition Pack,213780,dlc,4.99,2012,0,0
Rocksmith® 2014 – Boston - “Don’t Look Back”,271442,dlc,2.99,2014,0,0
HellFish Arsonist Kit,422472,dlc,2.99,2015,0,1
Wings of Vi Demo,348320,demo,0,2015,0,0
Doctor Who: The Eternity Clock,217080,game,9.99,2012,0,0
Metro: Last Light Season Pass,238340,dlc,9.99,2013,17,0
Timespinner,368620,game,0,2016,0,0
QUAKE Mission Pack 1: Scourge of Armagon,9040,game,4.99,2007,0,1
Raid Mode: Album Storage C,320388,dlc,1.99,2015,0,0
StoryMode - A Game About Crafting,386710,game,4.99,2015,0,0
Rocksmith® 2014 – Shinedown - “Enemies”,295006,dlc,2.99,2014,0,0
Event Horizon,465000,game,5.99,2016,0,0
Adam and Eve: The Game - Chapter 1 Demo,465560,demo,0,2016,0,0
Crusader Kings II: Hymns to the Old Gods,226660,dlc,1.99,2013,0,1
RFLEX,392020,game,3.99,2015,0,0
Hyper Light Drifter Original Soundtrack,453020,dlc,4.99,2016,0,0
Miscreated,299740,game,19.99,2014,0,1
The Amazing Spider-Man 2™ - Ends of the Earth Suit,286915,dlc,1.99,2014,0,0
Jacob Jones and the Bigfoot Mystery : Episode 2,308180,game,3.99,2014,0,0
Mars 2030,416070,game,7.99,2016,0,0
Project Tarvotan,388660,game,4.99,2015,0,0
Frontline Tactics - Woodland Camouflage,223316,dlc,0.99,2013,0,1
Inquisitor,241620,game,9.99,2013,18,0
Rocksmith - T. Rex - 20th Century Boy,206096,dlc,2.99,2012,0,0
Star Hero Summon Scroll,330240,dlc,4.99,2014,0,1
Europa Universalis IV: Mare Nostrum Content Pack,436121,dlc,5.99,2016,0,1
Tropico 4: Steam Special Edition,57690,game,14.99,2011,0,0
Ascendant,296930,game,9.99,2014,0,0
Ninja Blade,37010,game,9.99,2009,0,0
My Riding Stables: Life with Horses,276340,game,3.99,2014,0,0
Waste Walkers Deliverance,439900,dlc,4.99,2016,0,0
Children of the Nile: Enhanced Edition Demo,17110,demo,0,2008,0,0
Sakura Clicker - Dual Swords Weapon,393026,dlc,0.99,2015,17,0
Call of Duty®,2620,game,19.99,2006,0,1
Gems of the Aztecs,429280,game,5.99,2016,0,0
Area-X,350550,game,24.99,2015,0,0
Headcrab Frenzy!,354900,mod,0,2015,0,0
Fantasy Grounds - C&C: A2 Slag Heap,332001,dlc,3.99,2014,0,1
Two Worlds II,7520,game,19.99,2011,17,1
Greed Corp,48950,game,9.99,2010,0,1
Among Ripples,341720,game,0,2015,0,0
ORBITOR,336220,game,14.99,2015,0,0
Kick Ass Commandos,359140,game,5.99,2015,0,0
Multiwinia,1530,game,9.99,2008,0,1
Calibre 10 Racing,266370,game,9.99,2014,0,1
Heroes & Legends: Conquerors of Kolhar,306950,game,9.99,2014,0,0
Talisman: Digital Edition,247000,game,14.99,2014,0,1
Stronghold Crusader 2: The Templar and The Duke,349230,dlc,5.99,2015,0,1
realMYST,63600,game,5.99,2010,0,0
Disney Infinity 3.0 - Fear,400929,dlc,5.99,2015,0,0
Geneforge 4: Rebellion,201000,game,19.99,2006,0,0
Rocksmith® 2014 – A Day To Remember - “It’s Complicated”,271458,dlc,2.99,2014,0,0
Revelations 2012,201070,game,2.49,2012,0,1
Captain Morgane and the Golden Turtle,264320,game,4.99,2014,0,0
Epigenesis,244590,game,4.99,2014,0,1
Disney Infinity 3.0 - Sulley,401046,dlc,4.99,2015,0,0
SquareCells,416770,game,2.99,2015,0,0
SHOWTIME 2073,411080,game,1.99,2016,0,0
Alpha Prime Demo,11210,demo,0,2007,0,0
The Incredible Adventures of Van Helsing: Final Cut,400170,game,44.99,2015,0,1
Fray: Reloaded Edition,210490,game,0,2012,0,1
Waltz of the Wizard,436820,game,0,2016,0,0
VoiceBot,374400,game,8.99,2015,0,0
TY the Tasmanian Tiger 4 - The Art of,400720,dlc,5.99,2015,0,0
Call of Duty®: Modern Warfare® 2 Stimulus Package,10195,dlc,14.99,2010,0,1
Marvel Heroes 2015 - War Machine Pack,347183,dlc,16.99,2015,0,0
Hyperdimension Neptunia Re;Birth2: Sisters Generation,351710,game,29.99,2015,13,0
Star Trek™: Starfleet Academy,364810,game,5.99,2015,0,1
Marvel Heroes 2016 - Guardians of the Galaxy Team Pack,320200,dlc,39.99,2014,0,0
Nameless ~The one thing you must recall~,337930,game,29.99,2014,0,0
UBERMOSH:BLACK,444940,game,2.99,2016,0,0
Rocksmith® 2014 – Three Days Grace - “Never Too Late”,342757,dlc,2.99,2015,0,0
Assault Ragnarok Skin Pack,341847,dlc,4.99,2015,17,1
Medieval: Total War™ - Collection,345260,game,9.99,2015,0,1
Anima Gate of Memories,380750,game,0,2016,0,0
Call of Duty®: Ghosts - Elias Special Character,277671,dlc,1.99,2014,17,1
DLC Quest,230050,game,2.99,2013,0,0
Total War: SHOGUN 2: Saints and Heroes Unit Pack,201279,dlc,2.99,2012,0,1
Thirty Flights of Loving,214700,game,4.99,2012,0,0
Oblivious Garden ~Carmina Burana Soundtrack,331520,dlc,4.99,2015,0,0
Martial Arts: Capoeira,307410,game,4.99,2014,0,1
Endless Legend™ - Echoes of Auriga,415700,dlc,2.99,2015,0,1
Lost Horizon,40350,game,9.99,2010,0,0
Hyperdrive Massacre,402390,game,9.99,2015,0,0
Call of Duty®: Black Ops II - Apocalypse,219103,dlc,14.99,2013,17,1
in Space,361830,game,0.99,2015,0,0
Rocksmith - The Cure - The End of the World,222105,dlc,2.99,2013,0,0
Fantasy Grounds - SW: Savage Tales #1: Privateer's Bounty!,301249,dlc,4.99,2014,0,1
Hektor,334070,game,9.99,2015,0,0
RPG Maker: Inspirational Vol. 2,271962,dlc,24.99,2014,0,0
Typer Shark! Deluxe,3450,game,4.99,2006,0,0
Call of Duty®: Black Ops Escalation Content Pack,42718,dlc,14.99,2011,17,1
I Can't Escape: Darkness,346090,game,11.99,2015,0,0
Crusader Kings II: Songs of India,279603,dlc,1.99,2014,0,1
Magic 2014: Duels of the Planeswalkers Demo,213870,demo,0,2013,0,1
Soda Star,360720,game,3.99,2015,0,0
Shakedown Racing One,417730,game,7.99,2015,0,0
Crusader Kings II: Europa Universalis IV Converter,226665,dlc,9.99,2013,0,1
Element,422300,game,10.99,2015,0,0
MotoGP™14 Season Pass,297950,dlc,5.99,2014,0,1
ROCKETSROCKETSROCKETS Soundtrack,362760,dlc,7.99,2015,0,1
Tiestru,317720,game,9.99,2014,0,0
Marvel Heroes 2016,226320,game,0,2013,0,0
Into Blue Valley - Official Soundtrack,339870,dlc,3.99,2014,0,0
Call of Duty®: Modern Warfare® 2 Resurgence Pack,10196,dlc,14.99,2010,0,1
